,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
61934,1,0.9999999,41,0,0.001713796,3500.0,4,0,0,1,0.0
78936,0,0.438770478,27,0,0.190930098,3461.0,3,0,0,0,0.0
68669,0,0.110673849,45,0,0.750166556,3001.0,7,0,1,0,0.0
6188,0,0.204443009,72,0,0.346552234,6757.0,7,0,1,0,0.0
98433,1,0.78332436,44,1,0.653897402,3001.0,8,0,0,0,2.0
11021,0,0.0,44,0,0.513609599,9000.0,6,0,1,0,4.0
61397,0,0.036737799,65,0,0.006520322,4600.0,4,0,0,0,0.0
39848,0,0.143571369,26,0,1.925187032,400.0,4,0,0,0,0.0
53554,0,0.043118998,49,1,0.267850251,5181.0,23,0,1,0,0.0
137634,0,0.0,53,1,0.735243798,2337.0,20,0,1,0,0.0
77511,0,0.0,66,0,0.120907738,5375.0,5,0,1,0,0.0
53965,0,0.111046787,34,0,0.66074714,12500.0,4,0,1,0,0.0
38077,0,0.777297816,51,0,0.197765825,7250.0,7,0,1,0,3.0
84507,0,0.783930668,57,0,0.906633907,5290.0,10,0,2,0,0.0
7866,0,0.9999999,43,0,0.0,5533.0,2,0,0,0,3.0
113808,0,0.080836033,72,0,0.8752499,2500.0,10,0,3,0,0.0
59043,0,0.014821575,61,0,0.277682551,5833.0,41,0,2,0,1.0
54733,0,0.622783002,29,0,0.311302416,3600.0,7,0,0,0,0.0
26475,0,0.605744881,52,2,0.495050099,16666.0,45,0,4,2,2.0
29442,0,0.054117709,58,0,0.117811816,11424.0,6,0,1,0,0.0
51902,0,0.505885724,61,0,0.523439236,4500.0,13,0,3,0,2.0
18679,1,0.717131474,46,1,0.831763699,2335.0,5,4,1,2,3.0
69846,0,0.00891285,71,0,0.402128644,2160.0,7,0,1,0,0.0
61750,0,0.272772723,75,0,0.137201098,5101.0,3,0,0,0,0.0
44410,0,0.0,60,0,0.003262814,9500.0,22,0,0,0,0.0
12599,0,0.147672993,53,0,0.282060954,13255.0,13,0,2,0,0.0
59650,0,0.626539731,66,0,0.781777278,8000.0,21,0,2,0,0.0
31956,0,0.095436807,68,0,0.664938912,2700.0,13,0,2,0,0.0
134838,0,0.214147493,44,0,0.339260703,16420.0,15,0,7,0,3.0
55099,0,0.949589297,46,0,0.896510638,5874.0,9,0,3,0,0.0
39589,0,0.770725204,54,1,1.231319359,4054.0,6,0,1,0,2.0
147292,0,0.506180046,46,0,0.438890277,4000.0,5,0,0,0,0.0
100960,0,0.9999999,55,0,0.014081058,8166.0,3,0,0,0,1.0
138953,0,0.050348252,66,1,0.376330216,3100.0,5,0,1,0,1.0
92065,0,0.059227348,60,0,0.516026658,3150.0,15,0,1,0,0.0
139843,1,0.137545114,57,1,0.344819448,4236.0,9,0,1,0,1.0
50951,0,0.9999999,25,0,0.745837958,900.0,2,0,0,0,0.0
74365,0,0.089156836,54,1,0.314325887,6400.0,10,0,1,0,1.0
133558,0,0.637151428,52,3,0.091618948,9604.0,9,0,0,0,0.0
3522,0,0.055957762,68,0,0.020391843,2500.0,6,0,0,0,0.0
59583,0,0.049231886,65,0,0.870762053,6429.0,4,0,2,0,0.0
6870,0,0.033728597,82,0,0.091846298,3200.0,13,0,0,0,0.0
125258,0,0.110875565,64,0,0.427992488,10116.0,6,0,3,0,0.0
143422,0,0.001704507,77,0,1.0,0.0,5,0,0,0,0.0
29886,0,0.471273938,31,1,0.148114286,4374.0,6,0,0,0,0.0
116195,0,0.054521955,41,0,0.426595567,6000.0,8,1,2,0,2.0
146440,0,0.029305292,50,0,0.696142992,2125.0,8,0,1,0,1.0
35320,0,0.168454608,61,0,0.311337732,5000.0,15,0,1,0,0.0
76854,0,0.078795396,51,0,0.345983991,7245.0,5,0,2,0,1.0
79747,0,0.014460224,54,0,0.005533295,5240.0,8,0,0,0,2.0
129911,0,0.015747232,32,0,0.084064477,4900.0,6,0,0,0,0.0
113115,0,0.178366796,49,1,0.508672164,3516.0,13,0,1,0,1.0
96422,1,1.233532934,28,0,0.105543828,9000.0,3,0,0,0,0.0
14394,0,0.015724092,70,0,34.0,0.0,10,0,0,0,0.0
49360,0,0.634017022,43,0,0.362315045,7636.0,18,0,0,0,5.0
103538,0,0.786729519,58,0,0.257735389,9016.0,3,0,2,0,0.0
101639,0,0.0,62,0,0.001363327,4400.0,3,0,0,0,2.0
38093,0,0.089881158,62,0,0.49144168,5666.0,10,0,2,0,2.0
123369,1,0.99791684,37,0,0.262888992,6458.0,9,0,0,0,1.0
28810,0,0.003071735,61,0,0.000970685,5150.0,9,0,0,0,1.0
126661,0,0.18950986,41,1,0.239263804,4400.0,11,0,0,0,1.0
10819,0,0.591788274,81,1,1.009516041,3677.0,11,0,1,0,0.0
121386,0,0.003555161,31,0,0.25374925,5000.0,4,0,1,0,2.0
18850,0,0.087560275,29,0,0.173206698,4000.0,7,0,0,0,1.0
93840,0,0.05423137,70,0,0.419486441,4166.0,6,0,2,0,0.0
113366,0,0.084791069,52,1,0.153040331,21000.0,9,1,2,2,2.0
42024,0,0.0,35,4,0.329280156,6167.0,8,0,2,0,1.0
88432,0,0.534155129,56,0,0.339332905,14000.0,11,0,1,0,3.0
72792,0,0.0,35,0,0.0,2000.0,4,0,0,0,0.0
42558,0,0.097085845,46,0,0.386829613,9900.0,7,0,1,0,4.0
17383,0,0.314901593,28,0,0.00579884,5000.0,3,0,0,0,2.0
135489,0,0.040748545,83,0,0.289576328,7434.0,8,0,1,0,0.0
118087,0,0.283847647,64,0,0.371710043,6800.0,12,0,1,0,2.0
76983,0,0.354976051,47,0,0.324213406,9502.0,12,0,2,0,1.0
92592,0,0.380859629,32,0,0.277146217,2550.0,5,0,0,0,0.0
63904,0,0.0124531,79,1,0.224555089,5000.0,20,0,1,0,0.0
138038,0,0.175247886,77,0,0.050636198,3850.0,5,0,0,0,1.0
34333,0,0.036149579,39,0,0.00736418,7196.0,8,0,0,0,0.0
133581,0,0.001611081,51,0,0.23514612,5166.0,8,0,1,0,0.0
64107,0,0.51625,28,1,0.123432711,3588.0,6,0,0,2,1.0
18696,0,0.085812638,27,0,0.188603799,3000.0,13,0,0,0,0.0
103824,0,0.252169697,61,0,0.608906392,3300.0,14,0,1,0,0.0
634,0,0.057887851,56,0,0.238127698,4400.0,13,0,1,0,1.0
131220,1,0.023429246,57,1,0.284153534,10342.0,19,0,1,0,1.0
2872,0,0.346765323,86,0,0.598583235,3387.0,4,0,1,0,1.0
14192,0,0.004941257,63,0,0.107135205,14000.0,12,0,1,0,1.0
59576,0,0.191965097,29,0,0.181006783,2800.0,4,0,0,0,0.0
53942,0,0.213545836,53,0,0.213866623,12100.0,14,0,2,0,2.0
148783,0,0.004379303,53,0,0.191711279,10833.0,12,0,2,0,0.0
21633,0,0.386328003,53,0,0.580733111,3300.0,16,0,2,1,1.0
91682,0,0.196695936,49,0,0.446102568,13200.0,13,0,3,0,4.0
55402,0,0.132591379,28,0,0.241339223,4300.0,3,0,1,0,0.0
51082,0,0.129787705,65,0,0.696434522,3000.0,15,0,3,0,0.0
139351,0,0.0,34,0,0.144498453,4525.0,7,0,0,0,1.0
58359,0,0.14518115,38,0,0.349233883,6917.0,9,0,1,0,2.0
146709,0,0.011950322,81,0,0.095588235,135.0,7,0,0,0,0.0
86072,0,0.101449275,35,0,0.000757863,7916.0,1,0,0,0,1.0
66422,0,0.181561632,47,0,0.973013493,2000.0,18,0,1,0,1.0
52689,0,0.201644959,27,0,0.697945586,1800.0,8,0,0,0,1.0
16819,1,0.003797551,55,0,1.117660737,8600.0,27,0,7,0,0.0
71830,0,0.060124859,43,0,0.312993539,9750.0,8,0,1,0,1.0
125097,0,0.302015685,33,0,0.339076222,14916.0,8,0,2,0,1.0
79656,0,0.0,31,0,0.18647669,8000.0,10,0,1,0,0.0
17699,0,0.618052428,28,0,0.067386523,5000.0,5,0,0,0,0.0
63681,0,1708.0,67,0,0.383659477,7000.0,6,0,2,0,0.0
127038,0,0.007092527,44,0,0.1488,7499.0,20,0,1,0,0.0
47996,0,0.217453582,63,0,0.17983069,24333.0,7,0,2,0,0.0
79525,1,0.855381539,33,0,0.489704566,3350.0,6,1,1,0,2.0
74591,0,0.118398094,57,0,0.350293803,7487.0,21,0,1,0,1.0
137715,0,0.266621425,46,0,0.360797459,5667.0,5,0,1,0,0.0
83892,0,0.202325338,37,0,0.555806088,2660.0,17,0,0,0,0.0
122872,1,0.65512087,41,0,0.146806258,8500.0,8,0,0,0,0.0
127925,1,0.193544225,27,0,0.232475599,2253.0,10,0,0,0,0.0
9129,0,0.027830993,55,0,0.190139631,5800.0,9,0,0,0,0.0
13755,0,0.073418459,52,0,0.307474377,12000.0,20,0,2,0,1.0
80555,0,0.085459622,60,0,0.245808495,10735.0,9,0,2,0,1.0
61621,0,0.256904027,33,1,0.441355066,6257.0,10,0,2,0,0.0
144296,0,0.017761059,43,0,0.748287671,583.0,6,0,0,0,0.0
38206,0,0.071879113,52,0,0.392720737,4450.0,5,0,1,0,4.0
69768,1,1.003646973,36,3,0.179388261,3628.0,5,0,0,2,0.0
83554,0,0.754349876,53,0,0.294131221,13000.0,12,0,1,0,2.0
44752,0,0.792046212,30,0,0.136069114,4166.0,5,0,0,0,0.0
92580,0,0.536707823,56,0,0.888602941,2719.0,12,0,2,0,0.0
79202,0,0.531123709,63,0,0.29706566,13767.0,9,0,2,0,1.0
141991,0,0.021575313,67,0,0.00252605,9500.0,4,0,0,0,0.0
27496,0,0.022918674,71,0,0.050204009,5636.0,10,0,1,0,0.0
60248,0,0.047944845,82,0,0.008997001,3000.0,2,0,0,0,0.0
21669,0,0.0,66,0,0.156885732,14500.0,8,0,1,0,1.0
106787,0,0.035910117,49,0,0.135396296,8692.0,5,0,1,0,2.0
14117,0,0.188302425,45,0,0.087455006,7500.0,5,0,0,0,1.0
139848,0,0.307878752,77,0,0.50539928,7500.0,20,0,3,0,1.0
78045,0,0.228366868,36,0,0.019278829,2800.0,2,0,0,0,3.0
118772,0,0.051431737,51,0,0.290280262,8384.0,12,0,1,0,0.0
97652,0,0.140283078,38,0,0.148170366,5000.0,6,0,0,0,2.0
94476,0,0.756504943,48,0,0.518550662,4608.0,10,0,2,0,2.0
49286,1,0.961229372,42,4,0.518629495,7675.0,16,1,2,2,2.0
98122,0,0.45416272,46,0,0.314644608,3263.0,5,0,1,0,1.0
50213,0,0.0,51,0,2.751400259,2320.0,12,0,4,0,1.0
84305,0,0.350025076,54,1,0.327037387,18000.0,18,0,3,0,1.0
119279,0,0.63982428,60,0,2.886855241,600.0,8,0,0,0,0.0
21737,0,0.033404202,48,0,0.404935784,3970.0,10,0,1,0,1.0
123825,0,0.9240038,55,1,0.317259168,8916.0,9,0,2,1,0.0
51240,0,0.0,31,0,0.205965672,6000.0,9,0,2,0,2.0
42259,0,0.643552785,26,0,1.249169435,300.0,6,0,0,0,0.0
13758,0,0.461729665,52,0,0.191741472,8354.0,8,0,2,0,2.0
143998,0,0.001656263,59,0,0.150681577,12250.0,16,0,2,0,0.0
61900,0,0.021245307,47,0,0.361856109,2348.0,11,0,1,0,0.0
41052,0,0.0,43,2,0.45401322,5294.0,6,0,2,0,3.0
4969,1,0.952629292,65,1,1.086778737,2200.0,4,0,1,1,1.0
29587,1,0.396764871,52,0,1.371223647,4600.0,12,0,3,0,3.0
39822,0,0.9999999,57,0,0.172298905,2100.0,1,0,0,0,0.0
76394,0,0.137801247,59,0,0.202879232,3750.0,6,0,1,0,2.0
52147,0,0.03661206,71,0,0.00704859,6667.0,8,0,0,0,1.0
110173,0,0.025772051,26,0,898.0,0.0,4,0,0,0,0.0
33648,0,0.010473133,78,0,0.947741783,4228.0,8,0,2,0,0.0
16031,0,0.877886218,37,0,0.063334983,8083.0,4,0,0,0,0.0
63981,0,0.034019714,81,0,0.00869414,5750.0,4,0,0,0,0.0
33041,0,0.06164696,53,0,0.004635942,11000.0,2,0,0,0,0.0
59841,0,0.098434179,57,0,0.025601582,9100.0,9,0,0,0,0.0
95390,0,0.290596839,39,0,0.167977379,11316.0,20,1,0,0,1.0
100870,0,0.39082545,67,0,0.269673797,10330.0,10,0,2,0,1.0
89,0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0
19038,0,0.174370778,71,0,0.333133373,5000.0,16,0,0,0,0.0
19876,1,1.004997501,60,0,0.297702298,1000.0,4,1,0,1,0.0
140512,0,0.691138481,54,0,0.68786808,13583.0,9,0,1,0,0.0
4096,0,0.805838624,70,0,0.892752119,5780.0,10,0,2,0,1.0
13436,0,0.048674972,78,2,0.187359821,12483.0,5,0,2,0,0.0
86825,0,0.0189995,65,0,0.262410103,5700.0,5,0,1,0,0.0
416,0,0.144914011,37,0,0.045366363,6700.0,5,0,0,0,0.0
56718,0,0.211381174,44,0,0.663668166,2000.0,10,0,1,0,0.0
54951,0,0.028769295,55,0,0.072871109,15547.0,4,0,1,0,1.0
97643,0,0.9999999,67,1,0.058414465,5032.0,0,0,0,1,0.0
831,0,0.335445712,40,0,0.344679838,4200.0,6,0,2,1,0.0
108200,0,0.0,54,0,0.342510652,3050.0,12,1,1,0,0.0
115315,0,0.952996475,51,0,0.052202888,2700.0,3,1,0,0,0.0
52728,0,0.028690408,48,0,0.440568789,8227.0,12,0,1,0,3.0
41232,0,0.0,44,0,0.33925144,2083.0,7,0,0,0,3.0
66114,0,0.530210378,43,0,0.089097556,13950.0,10,0,0,0,2.0
94488,0,0.074616239,47,0,0.116300535,10833.0,10,0,2,0,3.0
4960,0,0.073437039,54,0,1.368895567,1330.0,5,0,1,0,2.0
111728,0,0.036491669,55,0,0.453634669,8583.0,12,0,4,0,0.0
39102,0,0.007685755,47,0,0.107181824,15580.0,14,0,2,0,4.0
25390,0,0.9999999,67,0,0.266919763,13696.0,7,0,2,0,2.0
1936,0,0.10192376,63,0,0.327049414,3500.0,7,0,1,0,1.0
120984,0,0.480469157,47,1,0.259892738,6898.0,8,0,1,0,1.0
18992,0,0.111396287,70,0,0.331708536,8000.0,4,0,1,0,0.0
19246,0,0.957673721,62,0,0.237168378,7500.0,6,0,1,0,2.0
57070,0,0.180403275,81,0,0.448979592,1371.0,13,0,0,0,0.0
147244,0,0.016734352,77,0,0.010449796,2200.0,5,0,0,0,0.0
15116,0,0.160437745,64,0,0.105633803,3833.0,5,0,1,0,0.0
115862,0,0.028982656,53,2,0.814530912,6000.0,15,0,4,0,0.0
51487,0,0.025048245,56,0,0.008639309,4166.0,6,0,0,0,0.0
73437,0,0.026910427,63,0,0.26349892,4166.0,14,0,1,0,0.0
139561,0,0.059267746,61,0,0.263122813,6000.0,4,0,1,0,0.0
101569,0,0.249189061,63,0,0.493305545,15833.0,18,0,2,0,1.0
137310,0,0.500054221,77,0,0.470922882,4745.0,9,0,1,0,0.0
81515,0,0.01399972,61,0,0.169319223,12000.0,9,0,1,0,1.0
115227,0,0.025593285,45,0,0.335381522,8950.0,10,0,1,0,2.0
29834,0,0.151168463,60,0,0.20214432,8300.0,8,0,1,0,0.0
149844,0,0.9999999,72,0,0.228724701,4100.0,4,0,1,0,0.0
69631,0,0.191160295,65,0,0.156987924,13000.0,4,0,2,0,0.0
143041,0,0.183095507,45,0,0.79128727,5600.0,11,0,2,0,1.0
11846,0,0.860928426,28,0,0.456341789,3744.0,16,0,0,0,0.0
19936,0,0.008543275,50,0,1.73080481,1080.0,11,0,2,0,1.0
17603,1,0.799475229,42,2,0.581883623,5000.0,10,0,1,0,0.0
23634,1,0.9999999,35,2,0.362155689,4174.0,6,0,2,0,0.0
47538,0,0.790587763,68,0,0.441508833,6282.0,10,0,2,0,0.0
67592,0,0.465469856,50,1,0.361975252,8646.0,8,0,1,0,0.0
54550,0,0.129498775,44,0,0.374162381,6416.0,15,0,1,0,1.0
147702,1,0.699994239,45,0,0.557475402,8333.0,17,0,1,0,0.0
83591,0,0.292316525,55,0,0.327753442,6391.0,8,0,1,0,0.0
114136,0,0.142652146,40,0,0.147403182,3330.0,5,0,0,0,0.0
72536,0,0.230426216,49,0,0.57567804,8000.0,16,0,2,0,2.0
80738,0,0.226317091,25,0,0.171555252,2931.0,7,0,0,0,2.0
114875,0,0.001749563,51,0,0.282660967,3742.0,7,0,1,0,0.0
802,0,0.0,45,0,0.735816454,10416.0,11,0,4,0,1.0
15465,0,0.119034788,54,0,0.008427368,7000.0,2,0,0,0,1.0
61244,0,0.231653797,48,0,0.404193077,2050.0,7,0,1,0,0.0
71382,0,0.541940435,50,0,0.669126398,4200.0,8,0,1,0,1.0
2155,0,0.077708073,74,0,0.16712694,10500.0,14,0,1,0,0.0
118346,0,0.17605858,64,1,0.34278306,5784.0,18,0,2,0,1.0
72493,0,0.36953516,53,0,0.435023772,5047.0,13,0,2,0,0.0
116729,0,0.031105059,72,0,0.191965097,5500.0,6,0,1,0,0.0
51067,0,0.032015733,39,0,0.108126411,4429.0,5,0,0,0,3.0
28376,0,0.074103372,49,1,0.171206974,15600.0,7,0,1,0,3.0
64169,0,0.901549225,28,0,0.135715954,4280.0,5,0,0,0,0.0
144398,0,0.658045827,42,0,0.573410405,5189.0,19,0,1,0,2.0
88136,0,0.136698942,58,0,0.179301294,16000.0,16,0,2,0,0.0
51135,0,0.700236321,33,1,0.116387005,2800.0,6,0,0,0,0.0
79612,0,0.8300068,71,1,0.229781772,3115.0,9,0,0,0,0.0
56496,0,0.620626984,47,0,0.190587294,15000.0,6,0,0,0,1.0
128933,0,0.361067466,70,1,0.828207847,6600.0,19,0,2,0,2.0
149600,0,0.301479408,55,0,0.522229313,4700.0,12,0,3,0,1.0
45640,0,0.318088522,30,0,0.29614094,7151.0,4,0,1,0,3.0
67386,0,0.125580758,49,0,0.69945179,3100.0,11,0,1,0,2.0
10285,0,0.100995792,63,0,0.281506014,5736.0,5,0,1,0,0.0
4286,0,0.178357159,63,0,0.568797685,3800.0,5,0,2,1,0.0
140325,1,0.906382811,35,0,0.411655478,7000.0,6,0,1,0,0.0
113993,0,0.498686696,35,0,1.164583734,5200.0,7,0,2,0,1.0
89570,0,0.079140245,74,0,0.356842282,5940.0,6,0,2,0,0.0
137575,0,0.010761033,36,0,0.187635394,6000.0,15,0,1,0,0.0
120537,0,0.00354682,78,1,0.058974359,8579.0,7,0,0,0,0.0
52730,0,0.004218832,60,0,0.006574622,3041.0,3,0,0,0,0.0
27612,0,0.130434783,27,0,0.177793645,2800.0,2,0,0,0,1.0
40707,0,0.005104401,74,0,0.062633729,5140.0,9,0,0,0,0.0
96892,0,0.067064431,65,0,0.020278378,8333.0,1,0,0,0,0.0
140744,0,0.012137094,48,0,0.251710884,10666.0,9,0,1,0,0.0
10674,0,0.215307006,68,1,0.113690709,23000.0,11,0,1,0,1.0
107595,0,0.0,67,0,0.461833035,3916.0,17,0,1,0,0.0
126068,0,0.012627396,46,1,0.578778992,3750.0,11,0,2,0,1.0
79448,0,0.314742806,37,0,0.402996255,8009.0,7,0,1,0,2.0
71578,0,0.17091979,53,0,0.836949783,3225.0,14,0,2,0,1.0
142708,0,0.492059098,52,0,0.344913772,4000.0,4,0,1,0,0.0
110504,1,0.522799317,46,4,0.182233648,3500.0,5,0,0,1,2.0
19628,1,0.069450152,70,1,0.43294957,12333.0,14,3,3,0,0.0
73219,0,0.2329967,45,0,0.250743042,3700.0,9,0,0,0,0.0
101968,0,0.43938887,42,0,0.328322857,10976.0,7,0,4,0,0.0
17223,0,0.036952381,59,1,0.301949675,6000.0,13,0,1,0,0.0
34284,0,0.013560867,89,0,0.003169959,4100.0,16,0,0,0,0.0
107398,0,0.657567708,53,0,0.624136797,3040.0,5,0,2,0,0.0
75513,0,0.028314905,60,0,1.262482168,700.0,8,0,1,0,0.0
125437,0,0.690704204,46,1,0.112613819,7467.0,4,3,0,0,2.0
77999,0,0.646841536,62,0,0.494786509,17166.0,11,0,3,0,1.0
108557,0,0.416591794,55,0,0.247750173,13000.0,13,0,2,0,2.0
19032,0,0.069982943,40,0,0.428685684,3750.0,6,0,1,0,2.0
130535,0,0.064607522,60,0,0.01019796,3333.0,3,0,0,0,0.0
27446,0,0.012449378,52,0,0.004115226,1700.0,2,0,0,0,0.0
24490,0,0.220319872,32,0,0.163582531,1350.0,5,0,0,0,0.0
43780,0,0.185379109,43,1,0.610299078,4446.0,10,0,2,0,0.0
140985,0,0.026336487,71,0,36.0,0.0,8,0,0,0,0.0
9449,0,0.493706623,39,0,0.175949729,3500.0,7,0,0,0,1.0
91949,0,0.060157211,58,0,0.151151565,7250.0,5,0,2,0,1.0
14249,0,0.9999999,53,0,0.465451338,3400.0,2,0,1,1,1.0
94602,0,0.308442256,47,0,0.213855729,9800.0,12,0,0,0,0.0
54552,0,0.016671615,35,0,0.194089105,2266.0,8,0,0,0,0.0
54539,0,0.0,40,0,0.313968603,10000.0,10,2,2,0,2.0
146914,0,0.182440878,61,0,0.215892567,11690.0,8,0,3,0,0.0
105151,0,0.165592425,43,0,0.391256158,8119.0,8,0,1,0,1.0
62249,0,0.031515899,79,0,0.008639309,4166.0,5,0,0,0,0.0
4351,0,0.407993339,49,0,0.311534501,3883.0,10,3,2,0,0.0
80015,0,0.783814412,61,0,0.269473053,10000.0,4,0,1,0,0.0
105830,0,0.020730737,44,0,0.112464183,5583.0,11,0,0,0,0.0
128862,0,0.011768778,39,0,0.487428319,6800.0,5,0,1,0,1.0
101592,0,0.025227,48,0,0.288361241,14571.0,15,0,2,0,4.0
7946,0,0.023512635,56,0,0.266260356,10500.0,8,0,2,0,3.0
21422,0,0.102813806,56,1,0.154943048,11500.0,16,0,1,0,1.0
76405,0,0.303584821,71,0,0.214330348,4800.0,3,0,1,0,0.0
96376,0,0.083041908,74,0,0.007859843,16666.0,3,0,0,0,0.0
46714,1,0.474305505,40,0,0.320607713,7700.0,10,0,1,0,2.0
38761,0,0.188664916,44,0,0.038830716,4583.0,2,0,0,0,0.0
93778,1,1.329024677,55,3,0.294877135,2400.0,5,1,0,1,0.0
94459,0,0.9999999,48,0,0.238350466,25000.0,8,0,3,0,0.0
73424,0,0.160221972,48,0,1.20754717,3550.0,22,1,5,0,4.0
102006,0,0.0,66,2,0.279759036,4149.0,8,0,1,0,3.0
143526,0,0.282496718,33,0,0.406397306,2969.0,13,0,1,0,0.0
34527,0,0.0,64,0,0.002676758,10833.0,10,0,0,0,0.0
138328,0,0.004053932,62,0,296.0,0.0,6,0,1,0,0.0
132492,0,0.029888694,64,0,0.132561596,22200.0,19,1,2,0,1.0
128108,0,0.000735258,62,0,0.30946145,12217.0,8,0,2,0,1.0
37280,0,0.394468368,71,0,0.179048099,3970.0,5,0,1,0,1.0
13168,0,1.076113644,47,0,0.054484658,5083.0,9,0,0,0,2.0
92517,0,0.090210847,75,0,0.550103765,6745.0,5,0,2,0,0.0
106294,0,0.140751057,51,0,0.568729904,2487.0,10,0,0,0,1.0
73489,0,0.9999999,67,0,0.616790009,4323.0,6,0,2,0,1.0
50182,0,0.078384159,44,0,1664.0,0.0,9,0,1,0,2.0
104897,0,0.110514683,35,0,0.240258883,7570.0,8,0,1,0,0.0
23912,0,0.0,67,0,0.0,10500.0,9,0,0,0,0.0
8095,0,0.001715875,44,0,1.222710916,2500.0,7,0,2,0,1.0
30813,0,0.167879194,63,0,0.395100817,6000.0,11,0,2,0,0.0
13988,0,0.523476523,41,0,0.022988506,2000.0,1,1,0,0,3.0
85434,0,0.9999999,32,0,0.0,3200.0,0,0,0,0,0.0
91925,0,0.282000863,40,0,0.401454325,6600.0,8,0,1,0,0.0
78969,0,0.0,62,0,0.035218309,9000.0,6,0,0,0,0.0
23161,1,1.064733817,47,0,1.553633218,2600.0,9,0,3,0,2.0
84027,0,0.686013827,52,1,0.234144669,5833.0,9,0,1,0,0.0
18620,0,0.941091695,32,0,0.085375233,9100.0,6,0,0,0,0.0
23736,0,0.896984815,51,0,0.484378537,8833.0,13,0,1,0,0.0
88039,0,0.572114263,49,0,0.306469353,10000.0,7,0,1,0,0.0
39331,0,0.464451402,45,0,0.394511721,9000.0,9,0,3,0,1.0
41719,1,0.109103029,28,2,0.087598191,4200.0,7,0,0,1,0.0
114449,0,0.24399389,61,1,1.950819672,2500.0,9,0,2,0,0.0
47400,0,0.9999999,49,1,0.038692262,3333.0,2,0,0,0,1.0
86602,0,0.015490243,52,0,0.201662122,7700.0,13,0,2,0,0.0
139282,0,0.9999999,60,0,0.35994715,5297.0,9,0,1,0,1.0
60905,1,0.001313065,34,0,0.1829398,4700.0,2,0,1,0,4.0
78448,0,0.019813186,78,0,0.011053622,4251.0,9,0,0,0,0.0
135215,0,0.0,64,0,0.0,2704.0,4,0,0,0,0.0
140943,0,0.241798236,70,0,0.566349206,6299.0,11,0,1,0,1.0
139168,0,0.026394721,35,0,0.573830077,2200.0,8,0,1,0,0.0
57875,0,0.043898719,61,0,0.106071514,8333.0,12,0,1,0,0.0
24763,0,0.036686455,61,0,0.278842731,59000.0,16,0,3,0,1.0
17579,0,0.071912231,48,0,0.270363951,7500.0,5,0,2,0,4.0
138646,0,0.003790221,56,0,0.759809555,6090.0,8,0,3,0,0.0
103727,0,0.496371972,55,0,0.430957684,9877.0,14,0,2,0,0.0
43464,0,0.989688144,28,0,0.306769494,3500.0,4,0,0,0,0.0
14978,0,0.164691765,44,0,0.122386013,2916.0,4,0,0,0,0.0
142004,0,0.003153965,71,0,0.30621435,3330.0,14,0,1,0,0.0
106033,0,0.494100097,51,0,1575.0,0.0,4,0,0,0,0.0
4177,0,0.007439881,71,0,0.25088574,4515.0,9,0,1,0,0.0
43542,0,0.208332834,41,0,0.246826271,17250.0,12,0,2,0,2.0
64510,0,0.0,42,0,0.355264932,7416.0,12,0,2,0,2.0
56095,0,0.080323801,58,0,0.365815013,5048.0,6,0,2,0,1.0
48069,0,0.297682318,56,0,0.316578841,7400.0,12,0,3,0,0.0
116817,0,0.013044685,78,0,0.003598561,2500.0,9,0,0,0,0.0
67189,0,0.922453877,49,0,0.808857809,5147.0,7,0,1,0,2.0
81940,1,0.020979021,25,1,0.244958678,3024.0,5,3,0,3,3.0
62265,1,0.9999999,34,0,0.0,4506.0,0,1,0,0,0.0
81641,0,0.012674893,72,0,0.00269973,10000.0,5,0,0,0,0.0
103486,0,1.956810631,33,1,0.122481322,4416.0,2,13,0,0,0.0
89139,0,0.393298096,57,1,0.502633919,14616.0,18,0,4,1,1.0
24984,0,0.820015516,35,0,0.318168183,10000.0,8,0,2,0,0.0
111844,1,0.427350427,48,0,0.060338201,2601.0,1,0,0,0,0.0
87887,0,0.560065239,44,0,0.118126965,23533.0,11,0,0,0,0.0
80500,0,0.012563962,80,0,0.434140715,4334.0,11,0,2,0,1.0
65453,0,0.009472319,50,0,0.217956409,5000.0,5,0,1,0,2.0
117261,0,0.056564398,58,0,0.202318605,19666.0,7,0,1,0,0.0
25168,0,0.390906065,56,0,0.907636945,2500.0,11,0,2,0,0.0
143399,0,0.206126372,63,0,2487.0,0.0,11,0,2,0,0.0
146301,0,0.000694425,47,2,0.538730635,2000.0,7,0,1,0,1.0
93886,1,0.979484941,39,0,1.696563415,6488.0,9,0,5,0,5.0
94018,0,0.002723227,60,0,0.175595741,11833.0,16,0,1,0,0.0
30736,0,0.150364596,53,0,0.25234946,5745.0,9,0,1,0,3.0
23082,0,0.9999999,27,0,0.0,6200.0,1,0,0,0,0.0
102537,0,0.031941231,73,0,0.18015084,5833.0,13,0,2,0,0.0
8746,1,0.0,39,0,0.027339478,6400.0,3,0,0,0,0.0
13485,0,0.9999999,50,1,0.506561133,4800.0,3,0,1,1,0.0
